,movieId,average_score,title,genres,tag
80,89,3.25,Nick of Time (1995),Action|Thriller,
81,92,2.625,Mary Reilly (1996),Drama|Horror|Thriller,Jekyll and Hyde
82,93,2.8333333333333335,Vampire in Brooklyn (1995),Comedy|Horror|Romance,
83,94,3.95,Beautiful Girls (1996),Comedy|Drama|Romance,
84,95,3.0238095238095237,Broken Arrow (1996),Action|Adventure|Thriller,
85,96,3.5,In the Bleak Midwinter (1995),Comedy|Drama,theater
86,97,3.9,"Hate (Haine, La) (1995)",Crime|Drama,
87,99,5.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,
88,100,2.7857142857142856,City Hall (1996),Drama|Thriller,
89,101,3.782608695652174,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,crime|off-beat comedy|quirky
90,102,2.4,Mr. Wrong (1996),Comedy,
91,103,3.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,
92,104,3.4393939393939394,Happy Gilmore (1996),Comedy,test tag|golf|Adam Sandler
93,105,3.282608695652174,"Bridges of Madison County, The (1995)",Drama|Romance,
94,106,4.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,
95,107,3.326923076923077,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,muppets
96,108,4.0,Catwalk (1996),Documentary,
97,110,4.031645569620253,Braveheart (1995),Action|Drama|War,beautiful scenery|epic|historical|inspirational|Medieval|mel gibson|Oscar (Best Cinematography)|revenge|sword fight|Scotland
98,111,4.105769230769231,Taxi Driver (1976),Crime|Drama|Thriller,assassination
99,112,3.5434782608695654,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,
100,113,3.3333333333333335,Before and After (1996),Drama|Mystery,
101,116,3.9,Anne Frank Remembered (1995),Documentary,Holocaust
102,117,3.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,
103,118,2.5,If Lucy Fell (1996),Comedy|Romance,
104,119,3.0,"Steal Big, Steal Little (1995)",Comedy,
105,121,4.0,"Boys of St. Vincent, The (1992)",Drama,
106,122,2.65625,Boomerang (1992),Comedy|Romance,dating
107,123,4.375,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,
108,125,3.5833333333333335,Flirting With Disaster (1996),Comedy,
109,126,2.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,
110,128,3.0,Jupiter's Wife (1994),Documentary,
111,129,2.0,Pie in the Sky (1996),Comedy|Romance,
112,132,2.8333333333333335,Jade (1995),Thriller,
113,135,2.9516129032258065,Down Periscope (1996),Comedy,
114,137,3.0,Man of the Year (1995),Documentary,
115,140,3.5,Up Close and Personal (1996),Drama|Romance,journalism
116,141,3.494186046511628,"Birdcage, The (1996)",Comedy,
117,144,3.3333333333333335,"Brothers McMullen, The (1995)",Comedy,
118,145,3.2450980392156863,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,
119,146,3.3333333333333335,"Amazing Panda Adventure, The (1995)",Adventure|Children,
120,147,3.466666666666667,"Basketball Diaries, The (1995)",Drama,addiction|heroin|Leonardo DiCaprio|Mark Wahlberg
121,148,5.0,"Awfully Big Adventure, An (1995)",Drama,
122,149,2.0,Amateur (1994),Crime|Drama|Thriller,
123,150,3.845771144278607,Apollo 13 (1995),Adventure|Drama|IMAX,moon|NASA|space
124,151,3.5454545454545454,Rob Roy (1995),Action|Drama|Romance|War,
125,152,1.5,"Addiction, The (1995)",Drama|Horror,
126,153,2.9160583941605838,Batman Forever (1995),Action|Adventure|Comedy|Crime,superhero|superhero
127,154,3.875,Beauty of the Day (Belle de jour) (1967),Drama,
128,155,2.4166666666666665,Beyond Rangoon (1995),Adventure|Drama|War,
129,156,3.3333333333333335,Blue in the Face (1995),Comedy|Drama,
130,157,2.8636363636363638,Canadian Bacon (1995),Comedy|War,
131,158,2.806451612903226,Casper (1995),Adventure|Children,
132,159,2.892857142857143,Clockers (1995),Crime|Drama|Mystery,
133,160,2.8771929824561404,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Michael Crichton
134,161,3.6359223300970873,Crimson Tide (1995),Drama|Thriller|War,submarine
135,162,4.205882352941177,Crumb (1994),Documentary,In Netflix queue
136,163,3.5606060606060606,Desperado (1995),Action|Romance|Western,
137,164,3.3214285714285716,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,
138,165,3.5555555555555554,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,
139,166,2.8333333333333335,"Doom Generation, The (1995)",Comedy|Crime|Drama,
140,168,3.0833333333333335,First Knight (1995),Action|Drama|Romance,
141,169,2.4,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,
142,170,3.2285714285714286,Hackers (1995),Action|Adventure|Crime|Thriller,
143,171,3.8333333333333335,Jeffrey (1995),Comedy|Drama,
144,172,2.6792452830188678,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,
145,173,2.6693548387096775,Judge Dredd (1995),Action|Crime|Sci-Fi,
146,174,2.7,Jury Duty (1995),Comedy,
147,175,3.975,Kids (1995),Drama,controversial|New York City|Nudity (Full Frontal)
148,176,4.3076923076923075,Living in Oblivion (1995),Comedy,
149,177,2.75,Lord of Illusions (1995),Horror,
150,178,1.0,Love & Human Remains (1993),Comedy|Drama,
151,179,1.5,Mad Love (1995),Drama|Romance,
152,180,3.4027777777777777,Mallrats (1995),Comedy|Romance,
153,181,2.264705882352941,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,
154,183,3.5,Mute Witness (1994),Comedy|Horror|Thriller,
155,184,3.5,Nadja (1994),Drama,
156,185,3.0401785714285716,"Net, The (1995)",Action|Crime|Thriller,computers
157,186,2.8229166666666665,Nine Months (1995),Comedy|Romance,
158,187,4.125,Party Girl (1995),Comedy,
159,188,3.4583333333333335,"Prophecy, The (1995)",Fantasy|Horror|Mystery,
160,189,3.0,Reckless (1995),Comedy|Fantasy,
161,190,2.8,Safe (1995),Thriller,
162,191,2.4166666666666665,"Scarlet Letter, The (1995)",Drama|Romance,
163,193,2.4714285714285715,Showgirls (1995),Drama,
164,194,3.6666666666666665,Smoke (1995),Comedy|Drama,
165,195,3.1,Something to Talk About (1995),Comedy|Drama|Romance,
166,196,2.6666666666666665,Species (1995),Horror|Sci-Fi,
167,198,3.25,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,
168,199,4.125,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,Made me cry
169,201,3.0,Three Wishes (1995),Drama|Fantasy,
170,202,3.0,Total Eclipse (1995),Drama|Romance,
171,203,3.4318181818181817,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,
172,204,2.716666666666667,Under Siege 2: Dark Territory (1995),Action,
173,205,3.1666666666666665,Unstrung Heroes (1995),Comedy|Drama,
174,206,3.0,Unzipped (1995),Documentary,
175,207,3.4285714285714284,"Walk in the Clouds, A (1995)",Drama|Romance,
176,208,2.9130434782608696,Waterworld (1995),Action|Adventure|Sci-Fi,
177,209,3.1666666666666665,White Man's Burden (1995),Drama,
178,210,3.0,Wild Bill (1995),Western,
179,211,3.5,"Browning Version, The (1994)",Drama,
180,212,3.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,
181,213,3.8333333333333335,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,
182,214,4.0,Before the Rain (Pred dozhdot) (1994),Drama|War,
183,215,4.041666666666667,Before Sunrise (1995),Drama|Romance,generation X
184,216,3.326530612244898,Billy Madison (1995),Comedy,school|Adam Sandler|stop looking at me swan
185,217,2.3333333333333335,"Babysitter, The (1995)",Drama|Thriller,
186,218,3.4285714285714284,Boys on the Side (1995),Comedy|Drama,
187,219,3.0,"Cure, The (1995)",Drama,
188,220,3.0,Castle Freak (1995),Horror,
189,222,3.75,Circle of Friends (1995),Drama|Romance,Ireland
190,223,3.855769230769231,Clerks (1994),Comedy,cynical|hilarious|independent film|quirky|witty|generation X
191,224,3.6125,Don Juan DeMarco (1995),Comedy|Drama|Romance,mental illness|psychology
192,225,3.5384615384615383,Disclosure (1994),Drama|Thriller,
193,227,2.8636363636363638,Drop Zone (1994),Action|Thriller,
194,228,2.3333333333333335,Destiny Turns on the Radio (1995),Comedy,
195,229,3.4285714285714284,Death and the Maiden (1994),Drama|Thriller,
196,230,3.3958333333333335,Dolores Claiborne (1995),Drama|Thriller,Stephen King
197,231,3.0601503759398496,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,
198,232,3.892857142857143,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,In Netflix queue
199,233,3.5,Exotica (1994),Drama,
200,234,2.588235294117647,Exit to Eden (1994),Comedy,
201,235,3.6785714285714284,Ed Wood (1994),Comedy|Drama,movie business
202,236,3.477777777777778,French Kiss (1995),Action|Comedy|Romance,
203,237,3.340909090909091,Forget Paris (1995),Comedy|Romance,basketball|France|infertility
204,238,4.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,
205,239,3.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,
206,240,2.375,Hideaway (1995),Thriller,
207,241,4.0,Fluke (1995),Children|Drama,
208,242,3.6,Farinelli: il castrato (1994),Drama|Musical,
209,243,3.0,Gordy (1995),Children|Comedy|Fantasy,
210,246,4.293103448275862,Hoop Dreams (1994),Documentary,basketball
211,247,3.9285714285714284,Heavenly Creatures (1994),Crime|Drama,Australia
212,248,3.176470588235294,Houseguest (1994),Comedy,bad|Sinbad
213,249,3.7222222222222223,Immortal Beloved (1994),Drama|Romance,Beethoven
214,250,2.5,Heavyweights (Heavy Weights) (1995),Children|Comedy,
215,251,3.0,"Hunted, The (1995)",Action,
216,252,3.453488372093023,I.Q. (1994),Comedy|Romance,Einstein
217,253,3.458715596330275,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,
218,254,3.0,Jefferson in Paris (1995),Drama,
219,255,2.0714285714285716,"Jerky Boys, The (1995)",Comedy,
220,256,2.8285714285714287,Junior (1994),Comedy|Sci-Fi,
221,257,3.5,Just Cause (1995),Mystery|Thriller,court
222,258,2.6,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,
223,259,3.2,Kiss of Death (1995),Crime|Drama|Thriller,
224,260,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic|space action|action|sci-fi|EPIC|great soundtrack|classic sci-fi|engrossing adventure|EPIC|classic|Nerd|classic sci-fi|space action|space epic|oldie but goodie|sci-fi|Star Wars|ROBOTS AND ANDROIDS|space|classic sci-fi|sci-fi|space adventure|Star Wars|darth vader|luke skywalker|space opera
225,261,3.880952380952381,Little Women (1994),Drama,Louisa May Alcott
226,262,3.9047619047619047,"Little Princess, A (1995)",Children|Drama,England|Girl Power|India
227,263,4.0,Ladybird Ladybird (1994),Drama,
228,265,3.9393939393939394,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,
229,266,3.3970588235294117,Legends of the Fall (1994),Drama|Romance|War|Western,
230,267,2.9411764705882355,Major Payne (1995),Comedy,
231,269,3.0,My Crazy Life (Mi vida loca) (1993),Drama,
232,270,3.4,Love Affair (1994),Drama|Romance,
233,271,3.5,Losing Isaiah (1995),Drama,
234,272,3.7580645161290325,"Madness of King George, The (1994)",Comedy|Drama,England|mental illness
235,273,2.9464285714285716,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,gothic
236,274,2.9285714285714284,Man of the House (1995),Comedy,
237,275,2.0,Mixed Nuts (1994),Comedy,
238,276,3.25,Milk Money (1994),Comedy|Romance,
239,277,3.223684210526316,Miracle on 34th Street (1994),Drama,Christmas
240,278,1.5,Miami Rhapsody (1995),Comedy,
241,279,3.0,My Family (1995),Drama,In Netflix queue
242,280,4.076923076923077,Murder in the First (1995),Drama|Thriller,prison
243,281,3.7857142857142856,Nobody's Fool (1994),Comedy|Drama|Romance,
244,282,3.3375,Nell (1994),Drama,disability|twins
245,283,3.6666666666666665,New Jersey Drive (1995),Crime|Drama,
246,284,4.5,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,
247,285,4.0,Beyond Bedlam (1993),Drama|Horror,
248,287,3.0,Nina Takes a Lover (1994),Comedy|Romance,
249,288,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller,brutality|controversial|dark comedy|psychedelic|satire|stylized
250,289,3.5625,Only You (1994),Comedy|Romance,
251,290,4.035714285714286,Once Were Warriors (1994),Crime|Drama,In Netflix queue
252,291,2.3333333333333335,Poison Ivy II (1996),Drama|Thriller,
253,292,3.4257425742574257,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,
254,293,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,assassin|Jean Reno|hit men|Action|assassin|assassination|assassins|awkward romance|corruption|crime|disturbing|drama|French|friendship|Gary Oldman|great acting|Guns|hit men|hitman|humorous|imdb top 250|Jean Reno|Lolita theme|loneliness|love story|Luc Besson|Natalie Portman|organized crime|police|police corruption|quirky|sniper|tense|touching|unique
255,294,3.0,"Perez Family, The (1995)",Comedy|Romance,
256,295,3.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,
257,296,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,good dialogue|great soundtrack|non-linear|cult film|drugs|Quentin Tarantino|Tarantino|hit men|1990s|achronological|action|action packed|aggressive|amazing|amazing dialogues|anthology|assassin|atmospheric|AWESOME|bad ass|bad language|bad-ass|bible|biblical references|big boys with guns|big name actors|Black comedy|black humor|black humour|blood|blood splatters|bloody|bruce willis|brutality|casual violence|character development|characters|classic|classic movie|coke|comedy|conversation|cool|cool style|crime|crime scene scrubbing|cult|cult classic|cult film|dance|dancing|dark|dark comedy|dark humor|dialogue|different|diner|disjointed timeline|disturbing|drama|drug overdose|drugs|drugs & music|ensemble cast|entertaining|entirely dialogue|episodic|exciting|fast paced|fast-paced|film noir|film-noir|foul language|fun|funny|gangster|gangsters|genius|golden watch|good dialogue|good music|gore|great acting|great dialogue|great soundtrack|gritty|guns|Harvey Keitel|heroin|Highly quotable|hit men|hitman|homosexuality|humour|iconic|imdb top 250|innovative|intellectual|intelligent|intense|interesting|intertwining storylines|interwoven storylines|ironic|irony|John Travolta|killer-as-protagonist|los angeles|Mafia|masterpiece|meaningless violence|milkshake|mobster|mobsters|monologue|motherfucker|multiple stories|multiple storylines|neo-noir|noir|non-linear|non-linear timeline|nonlinear|nonlinear narrative|nonlinear storyline|nonlinear timeline|notable soundtrack|offensive|organised crime|organized crime|original|original plot|out of order|Palme d'Or|parody|philosophical|pop culture references|psychological|pulp|Quentin Tarantino|quirky|Quotable|r:disturbing violent content including rape|r:disturbing violent images|r:graphic sexuality|r:some violence|r:strong bloody violence|r:strong language|r:sustained strong stylized violence|r:violence|random|rape|retro|Roger Avary|royal with cheese|Samuel L. Jackson|sarcasm|satire|sexy|smart writing|sophisticated|soundtrack|splatter|Steve Buscemi|storytelling|stylish|stylized|suspense|Tarantino|thought-provoking|thriller|travolta|twist ending|Uma Thurman|unique|unpredictable|unusual|very funny|violence|violent|witty
258,298,2.0,Pushing Hands (Tui shou) (1992),Drama,
259,299,4.0,Priest (1994),Drama,
260,300,3.5185185185185186,Quiz Show (1994),Drama,TV
261,301,4.0,Picture Bride (Bijo photo) (1994),Drama|Romance,
262,302,3.2,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,
263,303,2.953125,"Quick and the Dead, The (1995)",Action|Thriller|Western,
264,304,3.6666666666666665,Roommates (1995),Comedy|Drama,
265,305,2.8333333333333335,Ready to Wear (Pret-A-Porter) (1994),Comedy,
266,306,4.21875,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,
267,307,3.8958333333333335,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Death
268,308,4.025,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,marriage|cynical
269,310,3.0,Rent-a-Kid (1995),Comedy,
270,311,3.0,Relative Fear (1994),Horror|Thriller,
271,312,1.4444444444444444,Stuart Saves His Family (1995),Comedy,
272,313,3.3333333333333335,"Swan Princess, The (1994)",Animation|Children,
273,314,3.75,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,
274,315,3.0789473684210527,"Specialist, The (1994)",Action|Drama|Thriller,
275,316,3.375,Stargate (1994),Action|Adventure|Sci-Fi,time travel
276,317,3.2037037037037037,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,Christmas
277,318,4.429022082018927,"Shawshank Redemption, The (1994)",Crime|Drama,prison|Stephen King|wrongful imprisonment|Morgan Freeman
278,319,3.6,Shallow Grave (1994),Comedy|Drama|Thriller,
279,320,3.0,Suture (1993),Film-Noir|Thriller,
280,321,4.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,
281,322,3.55,Swimming with Sharks (1995),Comedy|Drama,
282,324,4.0,"Sum of Us, The (1994)",Comedy|Drama,
283,325,2.5,National Lampoon's Senior Trip (1995),Comedy,
284,326,4.0,To Live (Huozhe) (1994),Drama,In Netflix queue
285,327,2.823529411764706,Tank Girl (1995),Action|Comedy|Sci-Fi,
286,328,3.15,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,
287,329,3.3935185185185186,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Enterprise
288,330,3.0,Tales from the Hood (1995),Action|Crime|Horror,
289,331,3.0,Tom & Viv (1994),Drama,
290,332,2.8333333333333335,Village of the Damned (1995),Horror|Sci-Fi,
291,333,3.78,Tommy Boy (1995),Comedy,
292,334,4.2,Vanya on 42nd Street (1994),Drama,
293,335,3.5,Underneath (1995),Mystery|Thriller,
294,336,3.0,"Walking Dead, The (1995)",Drama|War,
295,337,3.7662337662337664,What's Eating Gilbert Grape (1993),Drama,mental illness
296,338,2.8421052631578947,Virtuosity (1995),Action|Sci-Fi|Thriller,serial killer
297,339,3.4693877551020407,While You Were Sleeping (1995),Comedy|Romance,coma
298,340,3.4,"War, The (1994)",Adventure|Drama|War,
299,341,4.0,Double Happiness (1994),Drama,
300,342,3.272727272727273,Muriel's Wedding (1994),Comedy,Australia|weddings
301,343,2.9,"Baby-Sitters Club, The (1995)",Children,
302,344,3.040372670807453,Ace Ventura: Pet Detective (1994),Comedy,
303,345,3.5972222222222223,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,cross dressing|men in drag|remade
304,346,3.5,Backbeat (1993),Drama|Musical,
305,347,3.5,Bitter Moon (1992),Drama|Film-Noir|Romance,
306,348,3.5833333333333335,Bullets Over Broadway (1994),Comedy,
307,349,3.6045454545454545,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Tom Clancy
308,350,3.3859649122807016,"Client, The (1994)",Drama|Mystery|Thriller,John Grisham
309,351,3.176470588235294,"Corrina, Corrina (1994)",Comedy|Drama|Romance,interracial romance
310,352,2.5,Crooklyn (1994),Comedy|Drama,
311,353,3.609375,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,
312,354,3.3333333333333335,Cobb (1994),Drama,
313,355,2.357142857142857,"Flintstones, The (1994)",Children|Comedy|Fantasy,
314,356,4.164133738601824,Forrest Gump (1994),Comedy|Drama|Romance|War,shrimp|Vietnam|bubba gump shrimp|lieutenant dan|stupid is as stupid does|bittersweet|emotional|heartwarming|touching
315,357,3.5194174757281553,Four Weddings and a Funeral (1994),Comedy|Romance,wedding
316,358,2.6666666666666665,Higher Learning (1995),Drama,
317,359,3.0,I Like It Like That (1994),Comedy|Drama|Romance,
318,360,2.6875,I Love Trouble (1994),Action|Comedy,
319,361,3.0588235294117645,It Could Happen to You (1994),Comedy|Drama|Romance,gambling
320,362,3.5294117647058822,"Jungle Book, The (1994)",Adventure|Children|Romance,
321,363,4.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,Holocaust|In Netflix queue
322,364,3.941860465116279,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Disney|Disney animated feature|Oscar (Best Music - Original Score)|soundtrack|Disney
323,365,3.25,Little Buddha (1993),Drama,
324,366,2.9166666666666665,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,
325,367,3.1847133757961785,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,
326,368,3.5,Maverick (1994),Adventure|Comedy|Western,
327,369,4.0,Mrs. Parker and the Vicious Circle (1994),Drama,
328,370,3.060344827586207,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,
329,371,3.3095238095238093,"Paper, The (1994)",Comedy|Drama,journalism
330,372,2.761904761904762,Reality Bites (1994),Comedy|Drama|Romance,
331,373,3.6363636363636362,Red Rock West (1992),Thriller,
332,374,2.2,Richie Rich (1994),Children|Comedy,
333,376,3.25,"River Wild, The (1994)",Action|Thriller,
334,377,3.5292397660818713,Speed (1994),Action|Romance|Thriller,bus
335,378,2.7857142857142856,Speechless (1994),Comedy|Romance,
336,379,2.5,Timecop (1994),Action|Sci-Fi|Thriller,
337,380,3.497191011235955,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,spies
338,381,3.8181818181818183,When a Man Loves a Woman (1994),Drama|Romance,alcoholism
339,382,3.15625,Wolf (1994),Drama|Horror|Romance|Thriller,
340,383,3.0952380952380953,Wyatt Earp (1994),Western,
341,384,3.25,Bad Company (1995),Action|Crime|Drama,
342,385,4.0,"Man of No Importance, A (1994)",Drama,
343,386,3.0,S.F.W. (1994),Drama,
344,387,2.375,"Low Down Dirty Shame, A (1994)",Action|Comedy,
